date,收盘价(前复权)(元),股息率(Tushare)(%),十年,股债性价比,温度计
2002-01-04,0.5200,1.1028,3.2096,0.3436,71.8436
2002-01-08,0.5200,1.1116,3.5225,0.3156,75.6797
2002-01-09,0.5200,1.1108,3.5896,0.3094,76.3315
2002-01-10,0.5200,1.1148,3.5784,0.3115,76.0708
2002-01-11,0.5100,1.1287,3.4532,0.3269,73.9851
2002-01-14,0.5000,1.1541,3.5114,0.3287,73.8175
2002-01-15,0.4900,1.1798,3.5023,0.3369,72.8864
2002-01-16,0.4900,1.1762,3.4414,0.3418,72.1974
2002-01-17,0.4700,1.2278,3.4511,0.3558,70.6890
2002-01-18,0.4700,1.2327,3.2968,0.3739,67.5419
2002-01-21,0.4400,1.3049,3.2563,0.4007,63.5196
2002-01-22,0.4500,1.2715,3.3182,0.3832,65.9032
2002-01-23,0.4800,1.1862,3.1897,0.3719,67.9330
2002-01-24,0.4900,1.1753,3.2581,0.3607,70.0000
2002-01-25,0.4900,1.1843,3.0795,0.3846,65.6983
2002-01-28,0.4600,1.2590,3.1584,0.3986,63.7989
2002-01-29,0.4700,1.2278,3.8100,0.3223,74.7114
2002-01-30,0.4700,1.2308,3.2152,0.3828,65.9963
2002-01-31,0.5000,1.1524,3.2186,0.3580,70.3352
2002-02-01,0.5000,1.1620,3.2016,0.3629,69.7765
2002-02-04,0.5000,1.1541,3.2180,0.3586,70.2607
2002-02-05,0.5000,1.1481,3.1893,0.3600,70.0745
2002-02-06,0.4900,1.1726,3.1897,0.3676,69.0130
2002-02-07,0.5000,1.1515,3.2491,0.3544,70.8194
2002-02-08,0.5000,1.1507,3.2085,0.3586,70.2421
2002-02-25,0.4800,1.1926,3.1616,0.3772,66.9832
2002-02-26,0.4700,1.2123,3.1512,0.3847,65.6052
2002-02-27,0.4800,1.1880,3.1481,0.3774,66.9460
2002-02-28,0.4800,1.2047,3.1315,0.3847,65.6238
2002-03-01,0.4700,1.2191,3.1155,0.3913,64.8417
2002-03-04,0.4800,1.2085,3.0828,0.3920,64.6927
2002-03-05,0.4800,1.1880,3.0850,0.3851,65.5680
2002-03-06,0.4900,1.1834,3.0864,0.3834,65.8845
2002-03-07,0.5000,1.1524,3.0840,0.3737,67.5605
2002-03-08,0.5000,1.1576,3.0656,0.3776,66.9088
2002-03-11,0.5100,1.1362,3.0730,0.3697,68.4916
2002-03-12,0.4900,1.1664,3.0044,0.3882,65.1955
2002-03-13,0.5100,1.1354,2.9872,0.3801,66.4246
2002-03-14,0.5100,1.1346,2.9798,0.3808,66.3128
2002-03-15,0.5000,1.1567,3.0188,0.3832,65.9218
2002-03-18,0.5100,1.1329,3.0232,0.3747,67.3557
2002-03-19,0.5100,1.1181,2.9442,0.3798,66.5177
2002-03-20,0.5200,1.1164,3.0009,0.3720,67.8957
2002-03-21,0.5100,1.1230,2.9508,0.3806,66.3501
2002-03-22,0.5100,1.1388,2.9468,0.3865,65.3631
2002-03-25,0.5100,1.1263,2.9166,0.3862,65.4376
2002-03-26,0.5000,1.1602,2.9052,0.3994,63.6499
2002-03-27,0.5000,1.1550,3.0714,0.3761,67.1508
2002-03-28,0.5000,1.1559,3.0536,0.3785,66.7412
2002-03-29,0.4800,1.1880,2.8551,0.4161,62.4581
2002-04-01,0.4900,1.1655,2.7433,0.4249,61.9553
2002-04-02,0.4900,1.1682,2.7048,0.4319,61.3408
2002-04-03,0.5000,1.1396,2.9179,0.3906,64.9348
2002-04-04,0.5100,1.1321,2.7323,0.4143,62.6257
2002-04-05,0.5100,1.1329,3.2699,0.3465,71.5456
2002-04-08,0.5100,1.1312,2.7346,0.4137,62.6443
2002-04-09,0.5000,1.1455,2.7982,0.4094,62.9050
2002-04-11,0.5000,1.1594,2.6737,0.4336,61.2849
2002-04-12,0.5000,1.1464,2.6736,0.4288,61.6387
2002-04-15,0.5000,1.1559,2.6374,0.4383,61.1173
2002-04-16,0.4900,1.1637,2.5653,0.4536,60.1676
2002-04-17,0.5000,1.1567,2.6181,0.4418,60.8939
2002-04-18,0.5000,1.1541,2.5275,0.4566,60.0000
2002-04-19,0.5000,1.1498,2.5800,0.4457,60.6518
2002-04-22,0.5000,5.7184,2.5865,2.2109,12.4953
2002-04-23,0.4900,1.1646,2.5637,0.4543,60.1490
2002-04-24,0.4800,1.1880,2.6050,0.4560,60.0745
2002-04-25,0.4800,1.1880,2.5478,0.4663,59.4041
2002-04-26,0.4900,1.1726,1.9775,0.5930,55.7728
2002-04-29,0.5000,1.1576,2.5363,0.4564,60.0186
2002-04-30,0.5000,1.1413,2.5022,0.4561,60.0559
2002-05-08,0.5000,1.1438,2.5363,0.4510,60.4097
2002-05-09,0.5000,1.1404,2.5192,0.4527,60.2980
2002-05-10,0.5000,1.1550,2.4972,0.4625,59.6276
2002-05-13,0.4900,1.1655,2.5072,0.4649,59.4972
2002-05-14,0.4900,1.1762,2.5447,0.4622,59.6648
2002-05-15,0.4800,1.1880,2.5035,0.4745,58.8268
2002-05-16,0.4700,1.2162,2.4959,0.4873,58.5475
2002-05-17,0.4800,1.2038,2.5423,0.4735,58.9013
2002-05-20,0.4700,1.2337,2.4837,0.4967,57.9702
2002-05-21,0.4700,1.2171,2.4961,0.4876,58.5102
2002-05-22,0.4600,1.2417,2.5476,0.4874,58.5289
2002-05-23,0.4600,1.2518,2.5547,0.4900,58.3799
2002-05-24,0.4400,1.3206,2.4983,0.5286,56.4804
2002-05-28,0.4400,1.2928,2.4178,0.5347,56.4246
2002-05-29,0.4300,1.3425,2.4199,0.5548,56.1825
2002-05-30,0.4300,1.3332,2.3924,0.5573,56.1266
2002-05-31,0.4200,1.3860,2.3810,0.5821,55.9218
2002-06-03,0.4100,1.3986,2.3353,0.5989,55.6983
2002-06-04,0.4200,1.3579,2.7385,0.4959,58.0074
2002-06-05,0.4200,1.3736,2.8028,0.4901,58.3613
2002-06-06,0.4400,1.3138,2.4016,0.5471,56.2570
2002-06-07,0.4400,1.3071,2.6786,0.4880,58.4730
2002-06-10,0.4400,1.3127,2.4376,0.5385,56.3873
2002-06-11,0.4400,1.3071,2.4831,0.5264,56.5177
2002-06-12,0.4400,1.3149,2.4339,0.5402,56.3501
2002-06-13,0.4300,1.3251,2.4341,0.5444,56.2942
2002-06-14,0.4300,1.3366,2.4564,0.5441,56.3128
2002-06-17,0.4300,1.3274,2.4467,0.5425,56.3315
2002-06-18,0.4400,1.3016,2.3741,0.5482,56.2384
2002-06-19,0.4400,1.3103,2.4818,0.5280,56.4991
2002-06-20,0.4400,1.3116,2.4517,0.5350,56.4060
2002-06-21,0.4600,1.2705,2.4606,0.5163,56.8715
2002-06-24,0.5000,1.1553,2.4936,0.4633,59.5531
2002-06-25,0.5300,1.1011,2.7081,0.4066,63.1844
2002-06-26,0.5200,1.1214,2.6982,0.4156,62.5140
2002-06-27,0.5200,1.1195,2.5912,0.4320,61.3222
2002-06-28,0.5400,1.0728,2.5798,0.4158,62.4953
2002-07-01,0.5300,1.0939,2.5719,0.4253,61.8994
2002-07-02,0.5400,1.0694,2.5258,0.4234,62.0298
2002-07-03,0.5400,1.0651,2.6252,0.4057,63.2588
2002-07-04,0.5300,1.0832,2.5196,0.4299,61.5642
2002-07-05,0.5400,1.0737,2.6093,0.4115,62.7933
2002-07-08,0.5400,1.0702,2.5264,0.4236,62.0112
2002-07-09,0.5400,1.0780,2.5154,0.4286,61.6574
2002-07-10,0.5200,1.1111,2.5941,0.4283,61.6946
2002-07-11,0.5200,1.1056,2.5707,0.4301,61.5456
2002-07-12,0.5300,1.0984,2.5536,0.4301,61.5084
