交易日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(手),成交额(千元),收盘价(前复权)(元),收盘价(后复权)(元),换手率(%),换手率(自由流通)(%),量比,PE市盈率,PE市盈率(TTM),PB市净率,PS市销率,PS市销率(TTM),总股本(万股),流通股本(万股),自由流通股本(万股),总市值(万元),流通市值(万元),股息率(Tushare)(%),"股息率(TTM,Tushare)(%)",股息率(%)
2021-01-04,4.2500,4.2700,4.1600,4.2200,301818.6800,126952.3250,3.3600,5.4700,1.4013,1.4013,1.0900,9.0510,8.9483,0.8052,2.6924,2.7611,217200.1001,215391.0906,215391.0906,916584.4224,908950.4023,4.2654,4.2654,5.3571
2021-01-05,4.2100,4.2400,4.1300,4.2200,227565.9300,95100.0030,3.3600,5.4700,1.0490,1.0565,0.7500,9.0510,8.9483,0.8052,2.6924,2.7611,217200.4131,216943.1048,215391.0906,916585.7433,915499.9023,4.2654,4.2654,5.3571
2021-01-06,4.2100,4.2400,4.1500,4.1800,179494.2500,75195.8520,3.3200,5.4100,0.8274,0.8276,0.5900,8.9652,8.8635,0.7976,2.6669,2.7349,217200.4131,216943.1048,216889.1048,907897.7268,906822.1781,4.3062,4.3062,5.4217
2021-01-07,4.1800,4.2100,4.0800,4.1200,194541.0000,80448.2700,3.2800,5.3400,0.8967,0.8970,0.6600,8.8365,8.7362,0.7861,2.6286,2.6957,217200.4131,216943.1048,216889.1048,894865.7020,893805.5918,4.3689,4.3689,5.4878
2021-01-08,4.1200,4.1400,4.0800,4.1100,142617.6000,58596.6180,3.2700,5.3200,0.6574,0.6576,0.4900,8.8151,8.7150,0.7842,2.6222,2.6891,217200.4131,216943.1048,216889.1048,892693.6978,891636.1607,4.3795,4.3795,5.5046
2021-01-11,4.1000,4.1600,4.0700,4.0900,172867.9000,71089.5590,3.2500,5.3000,0.7968,0.7970,0.8300,8.7722,8.6726,0.7804,2.6095,2.6760,217200.4131,216943.1048,216889.1048,888349.6896,887297.2986,4.4010,4.4010,5.5385
2021-01-12,4.0800,4.1600,4.0700,4.1400,172120.1900,70742.2890,3.2900,5.3600,0.7934,0.7936,0.9400,8.8794,8.7786,0.7899,2.6414,2.7087,217200.4131,216943.1048,216889.1048,899209.7102,898144.4539,4.3478,4.3478,5.4711
2021-01-13,4.1400,4.1600,4.0900,4.1200,123821.8800,50989.4440,3.2800,5.3400,0.5708,0.5709,0.7200,8.8365,8.7362,0.7861,2.6286,2.6957,217200.4131,216943.1048,216889.1048,894865.7020,893805.5918,4.3689,4.3689,5.4878
2021-01-14,4.1300,4.2100,4.1100,4.1600,194967.5900,81273.5040,3.3100,5.3900,0.8987,0.8989,1.2100,8.9223,8.8210,0.7937,2.6541,2.7218,217200.4131,216943.1048,216889.1048,903553.7185,902483.3160,4.3269,4.3269,5.4381
2021-01-15,4.1700,4.2900,4.1700,4.1800,330454.9400,139646.1790,3.3200,5.4100,1.5232,1.5236,2.0500,8.9652,8.8635,0.7976,2.6669,2.7349,217200.4131,216943.1048,216889.1048,907897.7268,906822.1781,4.3062,4.3062,5.4217
2021-01-18,4.1600,4.2000,4.1400,4.1900,222003.4300,92613.4240,3.3300,5.4300,1.0233,1.0236,1.1200,8.9867,8.8847,0.7995,2.6733,2.7415,217200.4131,216943.1048,216889.1048,910069.7309,908991.6091,4.2959,4.2959,5.4054
2021-01-19,4.1900,4.2300,4.1500,4.2200,221831.2700,93046.2310,3.3600,5.4600,1.0225,1.0228,1.0600,9.0510,8.9483,0.8052,2.6924,2.7611,217200.4131,216943.1048,216889.1048,916585.7433,915499.9023,4.2654,4.2654,5.3571
2021-01-20,4.2200,4.2600,4.1700,4.2300,229641.5300,96843.3010,3.3600,5.4800,1.0585,1.0588,1.0500,9.0725,8.9695,0.8071,2.6988,2.7676,217200.4131,216943.1048,216889.1048,918757.7474,917669.3333,4.2553,4.2553,5.3571
2021-01-21,4.2300,4.3100,4.2200,4.2400,275949.1600,117721.7310,3.3700,5.4900,1.2720,1.2723,1.1500,9.0939,8.7127,0.8090,2.7052,2.7714,217200.4131,216943.1048,216889.1048,920929.7515,919838.7644,4.2453,4.2453,5.3412
2021-01-22,4.2300,4.2400,4.1100,4.1300,230450.1800,95780.4370,3.2800,5.3500,1.0623,1.0625,0.9000,8.8580,8.4866,0.7880,2.6350,2.6995,217200.4131,216943.1048,216889.1048,897037.7061,895975.0228,4.3583,4.3583,5.4878
2021-01-25,4.1100,4.1300,4.0800,4.1100,137876.0000,56528.1490,3.2700,5.3200,0.6355,0.6357,0.5800,8.8151,8.4455,0.7842,2.6222,2.6864,217200.4131,216943.1048,216889.1048,892693.6978,891636.1607,4.3795,4.3795,5.5046
2021-01-26,4.1000,4.1400,4.0600,4.0700,159952.8100,65514.5100,3.2400,5.2700,0.7373,0.7375,0.7300,8.7293,8.3633,0.7766,2.5967,2.6603,217200.4131,216943.1048,216889.1048,884005.6813,882958.4365,4.4226,4.4226,5.5556
2021-01-27,4.0700,4.1800,4.0600,4.1200,233854.7400,96767.0570,3.2800,5.3400,1.0780,1.0782,1.1300,8.8365,8.4661,0.7861,2.6286,2.6929,217200.4131,216943.1048,216889.1048,894865.7020,893805.5918,4.3689,4.3689,5.4878
2021-01-28,4.0900,4.1100,4.0800,4.1000,121130.5300,49563.5210,3.2600,5.3100,0.5584,0.5585,0.5800,8.7937,8.4250,0.7823,2.6158,2.6799,217200.4131,216943.1048,216889.1048,890521.6937,889466.7297,4.3902,4.3902,5.5215
2021-01-29,4.1000,4.1500,4.0800,4.1000,153613.7300,63151.5340,3.2600,5.3100,0.7081,0.7083,0.8700,8.7937,8.4250,0.7823,2.6158,2.6799,217200.4131,216943.1048,216889.1048,890521.6937,889466.7297,4.3902,4.3902,5.5215
2021-02-01,4.1000,4.1500,4.0900,4.1400,130867.0200,53954.9520,3.2900,5.3600,0.6032,0.6034,0.8100,8.8794,8.5072,0.7899,2.6414,2.7060,217200.4131,216943.1048,216889.1048,899209.7102,898144.4539,4.3478,4.3478,5.4711
2021-02-02,4.1300,4.1600,4.0300,4.0400,242278.3700,98960.1850,3.2100,5.2300,1.1168,1.1171,1.5200,8.6650,8.3017,0.7708,2.5776,2.6407,217200.4131,216943.1048,216889.1048,877489.6689,876450.1434,4.4554,4.4554,5.6075
2021-02-03,4.0400,4.0500,3.9600,3.9800,233221.9200,93180.7230,3.1600,5.1500,1.0750,1.0753,1.3200,8.5363,8.1784,0.7594,2.5393,2.6014,217200.4131,216943.1048,216889.1048,864457.6441,863433.5571,4.5226,4.5226,5.6962
2021-02-04,3.9600,4.0500,3.9600,3.9800,192375.2500,76855.1560,3.1600,5.1500,0.8868,0.8870,1.0900,8.5363,8.1784,0.7594,2.5393,2.6014,217200.4131,216943.1048,216889.1048,864457.6441,863433.5571,4.5226,4.5226,5.6962
2021-02-05,3.9800,4.1300,3.9600,4.1300,392761.2000,159971.0320,3.2800,5.3500,1.8104,1.8109,2.0600,8.8580,8.4866,0.7880,2.6350,2.6995,217200.4131,216943.1048,216889.1048,897037.7061,895975.0228,4.3583,4.3583,5.4878
2021-02-08,4.1200,4.1200,4.0400,4.0800,215662.4000,87845.3760,3.2400,5.2800,0.9941,0.9943,0.9100,8.7508,8.3839,0.7785,2.6031,2.6668,217200.4131,216943.1048,216889.1048,886177.6854,885127.8676,4.4117,4.4117,5.5556
2021-02-09,4.0700,4.0800,4.0400,4.0700,159756.0700,64795.3700,3.2400,5.2700,0.7364,0.7366,0.6300,8.7293,8.3633,0.7766,2.5967,2.6603,217200.4131,216943.1048,216889.1048,884005.6813,882958.4365,4.4226,4.4226,5.5556
2021-02-10,4.0700,4.1200,4.0600,4.0700,160568.0300,65515.3600,3.2400,5.2700,0.7401,0.7403,0.6700,8.7293,8.3633,0.7766,2.5967,2.6603,217200.4131,216943.1048,216889.1048,884005.6813,882958.4365,4.4226,4.4226,5.5556
2021-02-18,4.0900,4.1300,4.0800,4.1100,194337.8300,79749.0400,3.2700,5.3200,0.8958,0.8960,0.8700,8.8151,8.4455,0.7842,2.6222,2.6864,217200.4131,216943.1048,216889.1048,892693.6978,891636.1607,4.3795,4.3795,5.5046
2021-02-19,4.1000,4.2000,4.0900,4.1800,295762.8100,123083.4680,3.3200,5.4100,1.3633,1.3637,1.3200,8.9652,8.5894,0.7976,2.6669,2.7322,217200.4131,216943.1048,216889.1048,907897.7268,906822.1781,4.3062,4.3062,5.4217
2021-02-22,4.1800,4.2400,4.1600,4.1700,276397.7200,115945.9610,3.3200,5.4000,1.2741,1.2744,1.3500,8.9438,8.5688,0.7956,2.6605,2.7256,217200.4131,216943.1048,216889.1048,905725.7226,904652.7470,4.3165,4.3165,5.4217
2021-02-23,4.1600,4.2400,4.1600,4.1800,236059.8000,99121.0750,3.3200,5.4100,1.0881,1.0884,1.0900,8.9652,8.5894,0.7976,2.6669,2.7322,217200.4131,216943.1048,216889.1048,907897.7268,906822.1781,4.3062,4.3062,5.4217
2021-02-24,4.1800,4.2300,4.1600,4.1700,218007.4400,91341.2950,3.3200,5.4000,1.0049,1.0052,0.9400,8.9438,8.5688,0.7956,2.6605,2.7256,217200.4131,216943.1048,216889.1048,905725.7226,904652.7470,4.3165,4.3165,5.4217
2021-02-25,4.1900,4.2300,4.1700,4.2000,228845.5800,96047.9410,3.3400,5.4400,1.0549,1.0551,0.9400,9.0081,8.6305,0.8014,2.6796,2.7452,217200.4131,216943.1048,216889.1048,912241.7350,911161.0402,4.2857,4.2857,5.3892
2021-02-26,4.1700,4.2100,4.1300,4.1300,222248.3900,92432.6530,3.2800,5.3500,1.0245,1.0247,0.8900,8.8580,8.4866,0.7880,2.6350,2.6995,217200.4131,216943.1048,216889.1048,897037.7061,895975.0228,4.3583,4.3583,5.4878
2021-03-01,4.1300,4.1600,4.1000,4.1300,186436.5000,76905.9130,3.2800,5.3500,0.8594,0.8596,0.7900,8.8580,8.4866,0.7880,2.6350,2.6995,217200.4131,216943.1048,216889.1048,897037.7061,895975.0228,4.3583,4.3583,5.4878
2021-03-02,4.1200,4.1600,4.1000,4.1200,162767.5100,67133.9700,3.2800,5.3400,0.7503,0.7505,0.7500,8.8365,8.4661,0.7861,2.6286,2.6929,217200.4131,216943.1048,216889.1048,894865.7020,893805.5918,4.3689,4.3689,5.4878
2021-03-03,4.1200,4.2300,4.1100,4.2200,311185.1300,130438.8190,3.3600,5.4600,1.4344,1.4348,1.5300,9.0510,8.6716,0.8052,2.6924,2.7583,217200.4131,216943.1048,216889.1048,916585.7433,915499.9023,4.2654,4.2654,5.3571
2021-03-04,4.2200,4.4400,4.2000,4.3200,655213.3100,284304.9510,3.4300,5.5900,3.0202,3.0210,2.9500,9.2655,8.8771,0.8243,2.7562,2.8237,217200.4131,216943.1048,216889.1048,938305.7846,937194.2127,4.1666,4.1666,5.2478
2021-03-05,4.3100,4.3700,4.2500,4.3000,353448.8100,152345.7700,3.4200,5.5700,1.6292,1.6296,1.1500,9.2226,8.8360,0.8205,2.7434,2.8106,217200.4131,216943.1048,216889.1048,933961.7763,932855.3506,4.1860,4.1860,5.2632
2021-03-08,4.3100,4.3700,4.2900,4.2900,300815.0200,130035.6960,3.4100,5.5600,1.3866,1.3870,0.9000,9.2012,8.8154,0.8185,2.7371,2.8041,217200.4131,216943.1048,216889.1048,931789.7722,930685.9196,4.1958,4.1958,5.2786
2021-03-09,4.3100,4.3600,4.2100,4.2900,359091.5700,153807.5540,3.4100,5.5600,1.6552,1.6556,1.0100,9.2012,8.8154,0.8185,2.7371,2.8041,217200.4131,216943.1048,216889.1048,931789.7722,930685.9196,4.1958,4.1958,5.2786
2021-03-10,4.2500,4.3200,4.2300,4.2400,206379.0000,88014.6500,3.3700,5.4900,0.9513,0.9515,0.5200,9.0939,8.7127,0.8090,2.7052,2.7714,217200.4131,216943.1048,216889.1048,920929.7515,919838.7644,4.2453,4.2453,5.3412
2021-03-11,4.2600,4.3800,4.2500,4.3300,291900.2400,125983.4980,3.4400,5.6100,1.3455,1.3459,0.7800,9.2870,8.8976,0.8262,2.7626,2.8302,217200.4131,216943.1048,216889.1048,940477.7887,939363.6438,4.1570,4.1570,5.2326
2021-03-12,4.3100,4.3700,4.2700,4.3700,249229.5100,107717.8420,3.4700,5.6600,1.1488,1.1491,0.8200,9.3727,8.9798,0.8338,2.7881,2.8564,217200.4131,216943.1048,216889.1048,949165.8052,948041.3680,4.1190,4.1190,5.1873
2021-03-15,4.3700,4.4400,4.3300,4.3700,315936.2200,138502.4050,3.4700,5.6600,1.4563,1.4567,1.1200,9.3727,8.9798,0.8338,2.7881,2.8564,217200.4131,216943.1048,216889.1048,949165.8052,948041.3680,4.1190,4.1190,5.1873
2021-03-16,4.3500,4.4100,4.3200,4.3500,212250.8000,92647.7350,3.4600,5.6300,0.9784,0.9786,0.7500,9.3299,8.9387,0.8300,2.7753,2.8433,217200.4131,216943.1048,216889.1048,944821.7970,943702.5059,4.1379,4.1379,5.2023
2021-03-17,4.3400,4.3700,4.2700,4.3000,189239.0000,81431.6100,3.4200,5.5700,0.8723,0.8725,0.7400,9.2226,8.8360,0.8205,2.7434,2.8106,217200.4131,216943.1048,216889.1048,933961.7763,932855.3506,4.1860,4.1860,5.2632
2021-03-18,4.2900,4.3200,4.2700,4.2900,122937.9800,52718.5010,3.4100,5.5600,0.5667,0.5668,0.4900,9.2012,8.8154,0.8185,2.7371,2.8041,217200.4131,216943.1048,216889.1048,931789.7722,930685.9196,4.1958,4.1958,5.2786
2021-03-19,4.2800,4.3400,4.2400,4.2500,207728.0100,88915.6990,3.3800,5.5000,0.9575,0.9578,0.9500,9.1154,8.7332,0.8109,2.7115,2.7779,217200.4131,216943.1048,216889.1048,923101.7557,922008.1954,4.2353,4.2353,5.3254
2021-03-22,4.2300,4.3200,4.2300,4.3100,204219.6600,87594.1330,3.4300,5.5800,0.9414,0.9416,0.9700,9.2441,8.8565,0.8224,2.7498,2.8171,217200.4131,216943.1048,216889.1048,936133.7805,935024.7817,4.1763,4.1763,5.2478
2021-03-23,4.3200,4.3300,4.2600,4.2800,153082.8300,65608.1480,3.4000,5.5400,0.7056,0.7058,0.8200,9.1797,8.7949,0.8166,2.7307,2.7975,217200.4131,216943.1048,216889.1048,929617.7681,928516.4885,4.2056,4.2056,5.2941
2021-03-24,4.2900,4.3200,4.2600,4.3000,170285.8300,73096.1760,3.4200,5.5700,0.7849,0.7851,0.9700,9.2226,8.8360,0.8205,2.7434,2.8106,217200.4131,216943.1048,216889.1048,933961.7763,932855.3506,4.1860,4.1860,5.2632
2021-03-25,4.3100,4.3400,4.2100,4.2200,220278.2000,93887.1040,3.3600,5.4600,1.0154,1.0156,1.2800,9.0510,8.6716,0.8052,2.6924,2.7583,217200.4131,216943.1048,216889.1048,916585.7433,915499.9023,4.2654,4.2654,5.3571
2021-03-26,4.2400,4.2600,4.2100,4.2400,127952.6000,54178.9570,3.3700,5.4900,0.5898,0.5899,0.6700,9.0939,8.7127,0.8090,2.7052,2.7714,217200.4131,216943.1048,216889.1048,920929.7515,919838.7644,4.2453,4.2453,5.3412
2021-03-29,4.2500,4.2800,4.2200,4.2500,135761.3700,57641.3210,3.3800,5.5000,0.6258,0.6259,0.7800,9.1154,8.7332,0.8109,2.7115,2.7779,217200.4131,216943.1048,216889.1048,923101.7557,922008.1954,4.2353,4.2353,5.3254
2021-03-30,4.2500,4.2500,4.1900,4.2400,133016.2500,56106.4660,3.3700,5.4900,0.6131,0.6133,0.8200,9.0939,8.7127,0.8090,2.7052,2.7714,217200.4131,216943.1048,216889.1048,920929.7515,919838.7644,4.2453,4.2453,5.3412
2021-03-31,4.2300,4.2700,4.2100,4.2600,140153.2000,59398.4480,3.3900,5.5200,0.6460,0.6462,0.8900,8.7548,8.7548,0.7860,2.7609,2.7609,217200.4131,216943.1048,216889.1048,925273.7598,924177.6264,4.2253,4.2253,5.3097
2021-04-01,4.2600,4.2900,4.2300,4.2800,135158.4700,57575.1890,3.4000,5.5400,0.6230,0.6232,0.8900,8.7959,8.7959,0.7897,2.7739,2.7739,217200.4131,216943.1048,216889.1048,929617.7681,928516.4885,4.2056,4.2056,5.2941
2021-04-02,4.2800,4.2900,4.2300,4.2600,102703.2000,43712.6830,3.3900,5.5200,0.4734,0.4735,0.7600,8.7548,8.7548,0.7860,2.7610,2.7610,217200.5463,216943.2380,216889.1048,925274.3272,924178.1939,4.2253,4.2253,5.3097
2021-04-06,4.2600,4.2700,4.2400,4.2500,95785.3900,40714.9240,3.3800,5.5000,0.4415,0.4416,0.7400,8.7342,8.7342,0.7842,2.7545,2.7545,217200.5463,216943.2380,216889.2380,923102.3218,922008.7615,4.2353,4.2353,5.3254
2021-04-07,4.2400,4.2500,4.2000,4.2200,154024.2700,65004.7400,3.3600,5.4600,0.7100,0.7102,1.2700,8.6726,8.6726,0.7786,2.7350,2.7350,217200.5463,216943.2380,216889.2380,916586.3054,915500.4644,4.2654,4.2654,5.3571
2021-04-08,4.2100,4.2200,4.1800,4.1900,144953.2800,60875.1380,3.3300,5.4300,0.6682,0.6683,1.1500,8.6109,8.6109,0.7731,2.7156,2.7156,217200.5463,216943.2380,216889.2380,910070.2890,908992.1672,4.2959,4.2959,5.4054
2021-04-09,4.1800,4.2000,4.1500,4.1700,111730.8200,46568.2150,3.3200,5.4000,0.5150,0.5152,0.8800,8.5698,8.5698,0.7694,2.7026,2.7026,217200.5463,216943.2380,216889.2380,905726.2781,904653.3025,4.3165,4.3165,5.4217
2021-04-12,4.1500,4.2000,4.1300,4.1800,145206.5300,60532.5570,3.3200,5.4100,0.6693,0.6695,1.1900,8.5904,8.5904,0.7712,2.7091,2.7091,217200.5463,216943.2380,216889.2380,907898.2835,906822.7348,4.3062,4.3062,5.4217
2021-04-13,4.1800,4.1900,4.1300,4.1400,113805.0000,47244.6610,3.2900,5.3600,0.5246,0.5247,0.8700,8.5082,8.5082,0.7639,2.6832,2.6832,217200.5463,216943.2380,216889.2380,899210.2617,898145.0053,4.3478,4.3478,5.4711
2021-04-14,4.1500,4.1800,4.1400,4.1600,118143.7700,49220.9380,3.3100,5.3900,0.5446,0.5447,0.8800,8.5493,8.5493,0.7675,2.6961,2.6961,217200.5463,216943.2380,216889.2380,903554.2726,902483.8701,4.3269,4.3269,5.4381
2021-04-15,4.1600,4.1800,4.1400,4.1700,90133.1900,37483.1400,3.3200,5.4000,0.4155,0.4156,0.7100,8.5698,8.5698,0.7694,2.7026,2.7026,217200.5463,216943.2380,216889.2380,905726.2781,904653.3025,4.3165,4.3165,5.4217
2021-04-16,4.1900,4.2100,4.1700,4.2100,105440.0800,44188.1720,3.3500,5.4500,0.4860,0.4861,0.9100,8.6520,8.6520,0.7768,2.7285,2.7285,217200.5463,216943.2380,216889.2380,914414.2999,913331.0320,4.2755,4.2755,5.3731
2021-04-19,4.1900,4.2200,4.1700,4.2100,142332.6800,59798.4510,3.3500,5.4500,0.6561,0.6562,1.2400,8.6520,8.6520,0.7768,2.7285,2.7285,217200.5463,216943.2380,216889.2380,914414.2999,913331.0320,4.2755,4.2755,5.3731
2021-04-20,4.2000,4.2200,4.1900,4.2000,98890.0600,41567.1930,3.3400,5.4400,0.4558,0.4559,0.8700,8.6315,8.6315,0.7749,2.7221,2.7221,217200.5463,216943.2380,216889.2380,912242.2945,911161.5996,4.2857,4.2857,5.3892
2021-04-21,4.2000,4.2200,4.1900,4.2100,100618.3800,42329.5940,3.3500,5.4500,0.4638,0.4639,0.9100,8.6520,8.6520,0.7768,2.7285,2.7285,217200.5463,216943.2380,216889.2380,914414.2999,913331.0320,4.2755,4.2755,5.3731
2021-04-22,4.2100,4.2200,4.1600,4.1700,105143.6800,44005.4380,3.3200,5.4000,0.4847,0.4848,0.9800,8.5698,8.5698,0.7694,2.7026,2.7026,217200.5463,216943.2380,216889.2380,905726.2781,904653.3025,4.3165,4.3165,5.4217
2021-04-23,4.1700,4.1800,4.1400,4.1600,71000.9300,29515.3110,3.3100,5.3900,0.3273,0.3274,0.6400,8.5493,8.5493,0.7675,2.6961,2.6961,217200.5463,216943.2380,216889.2380,903554.2726,902483.8701,4.3269,4.3269,5.4381
2021-04-26,4.1600,4.1900,4.1200,4.1400,124028.1000,51527.6830,3.2900,5.3600,0.5717,0.5718,1.2000,8.5082,8.5082,0.7639,2.6832,2.6832,217200.5463,216943.2380,216889.2380,899210.2617,898145.0053,4.3478,4.3478,5.4711
2021-04-27,4.1300,4.1400,4.1000,4.1200,83496.7800,34388.3070,3.2800,5.3400,0.3849,0.3850,0.8400,8.4670,8.4670,0.7602,2.6702,2.6702,217200.5463,216943.2380,216889.2380,894866.2508,893806.1406,4.3689,4.3689,5.4878
2021-04-28,4.1200,4.1300,4.1000,4.1000,89773.8600,36899.3540,3.2600,5.3100,0.4138,0.4139,0.9300,8.4259,8.2842,0.7445,2.6573,2.6865,217200.5463,216943.2380,216889.2380,890522.2398,889467.2758,4.3902,4.3902,5.5215
2021-04-29,4.1000,4.1800,4.0900,4.1600,163809.0800,68122.7630,3.3100,5.3900,0.7551,0.7553,1.7300,8.5493,8.4054,0.7554,2.6961,2.7258,217200.5463,216943.2380,216889.2380,903554.2726,902483.8701,4.3269,4.3269,5.4381
2021-04-30,4.1700,4.1700,4.1200,4.1300,135039.0200,55887.4570,3.2800,5.3500,0.6225,0.6226,1.2700,8.4876,8.3448,0.7499,2.6767,2.7062,217200.5463,216943.2380,216889.2380,897038.2562,895975.5729,4.3583,4.3583,5.4878
2021-05-06,4.1300,4.1600,4.1100,4.1200,117716.8300,48711.6390,3.2800,5.3400,0.5426,0.5428,0.9900,8.4670,8.3246,0.7481,2.6702,2.6996,217200.5463,216943.2380,216889.2380,894866.2508,893806.1406,4.3689,4.3689,5.4878
2021-05-07,4.1400,4.1900,4.1300,4.1900,147062.3800,61368.3000,3.3300,5.4300,0.6779,0.6781,1.2500,8.6109,8.4660,0.7608,2.7156,2.7455,217200.5463,216943.2380,216889.2380,910070.2890,908992.1672,4.2959,4.2959,5.4054
2021-05-10,4.1900,4.2300,4.1700,4.2300,166936.9200,70181.1810,3.3600,5.4800,0.7695,0.7697,1.2800,8.6931,8.5468,0.7681,2.7415,2.7717,217200.5463,216943.2380,216889.2380,918758.3108,917669.8967,4.2553,4.2553,5.3571
2021-05-11,4.2200,4.2500,4.2000,4.2400,120785.6400,51024.1220,3.3700,5.4900,0.5568,0.5569,0.8300,8.7137,8.5670,0.7699,2.7480,2.7782,217200.5463,216943.2380,216889.2380,920930.3163,919839.3291,4.2453,4.2453,5.3412
2021-05-12,4.2300,4.2600,4.2100,4.2400,181514.0400,76839.3790,3.3700,5.4900,0.8367,0.8369,1.3200,8.7137,8.5670,0.7699,2.7480,2.7782,217200.5463,216943.2380,216889.2380,920930.3163,919839.3291,4.2453,4.2453,5.3412
2021-05-13,4.0600,4.0900,4.0400,4.0500,181316.2300,73626.1320,3.3600,5.4800,0.8358,0.8360,1.2400,8.3232,8.1831,0.7373,2.6248,2.6537,217200.5463,216943.2380,216889.2380,879662.2125,878620.1139,4.4444,8.8889,5.3571
2021-05-14,4.0500,4.1300,4.0400,4.1200,231241.2800,94565.5910,3.4200,5.5700,1.0659,1.0662,1.4500,8.4670,8.3246,0.7501,2.6702,2.6996,217200.5463,216943.2380,216889.2380,894866.2508,893806.1406,4.3689,8.7378,5.2632
2021-05-17,4.1200,4.1200,4.0300,4.0400,254556.5100,103435.8670,3.3600,5.4700,1.1734,1.1737,1.4400,8.3026,8.1629,0.7355,2.6184,2.6472,217200.5463,216943.2380,216889.2380,877490.2071,876450.6815,4.4554,8.9109,5.3571
2021-05-18,4.0400,4.0500,4.0100,4.0400,124166.4000,50054.3070,3.3600,5.4700,0.5723,0.5725,0.6400,8.3026,8.1629,0.7355,2.6184,2.6472,217200.5463,216943.2380,216889.2380,877490.2071,876450.6815,4.4554,8.9109,5.3571
2021-05-19,4.0400,4.0400,4.0100,4.0300,97057.7200,39015.1130,3.3500,5.4500,0.4474,0.4475,0.5000,8.2821,8.1427,0.7337,2.6119,2.6406,217200.5463,216943.2380,216889.2380,875318.2016,874281.2491,4.4665,8.9330,5.3731
2021-05-20,4.0100,4.0500,4.0000,4.0400,106415.5500,42809.5310,3.3600,5.4700,0.4905,0.4906,0.6000,8.3026,8.1629,0.7355,2.6184,2.6472,217200.5463,216943.2380,216889.2380,877490.2071,876450.6815,4.4554,8.9109,5.3571
2021-05-21,4.0300,4.0500,4.0100,4.0400,74848.0000,30130.2330,3.3600,5.4700,0.3450,0.3451,0.4600,8.3026,8.1629,0.7355,2.6184,2.6472,217200.5463,216943.2380,216889.2380,877490.2071,876450.6815,4.4554,8.9109,5.3571
2021-05-24,4.0300,4.0600,4.0200,4.0400,71351.5300,28850.9330,3.3600,5.4700,0.3289,0.3290,0.5400,8.3026,8.1629,0.7355,2.6184,2.6472,217200.5463,216943.2380,216889.2380,877490.2071,876450.6815,4.4554,8.9109,5.3571
2021-05-25,4.0300,4.1200,4.0200,4.1100,248286.5700,101547.9430,3.4100,5.5600,1.1445,1.1448,2.6200,8.4465,8.3044,0.7483,2.6637,2.6931,217200.5463,216943.2380,216889.2380,892694.2453,891636.7082,4.3795,8.7591,5.2786
2021-05-26,4.0900,4.1400,4.0600,4.1200,232356.1300,95360.7050,3.4200,5.5700,1.0710,1.0713,1.9400,8.4670,8.3246,0.7501,2.6702,2.6996,217200.5463,216943.2380,216889.2380,894866.2508,893806.1406,4.3689,8.7378,5.2632
2021-05-27,4.1000,4.1300,4.0800,4.1000,138925.6700,56936.1940,3.4100,5.5500,0.6404,0.6405,0.9500,8.4259,8.2842,0.7464,2.6573,2.6865,217200.5463,216943.2380,216889.2380,890522.2398,889467.2758,4.3902,8.7805,5.2786
2021-05-28,4.0900,4.1300,4.0800,4.1100,142741.3800,58539.2350,3.4100,5.5600,0.6580,0.6581,0.9300,8.4465,8.3044,0.7483,2.6637,2.6931,217200.5463,216943.2380,216889.2380,892694.2453,891636.7082,4.3795,8.7591,5.2786
2021-05-31,4.1100,4.1100,4.0500,4.0600,178145.4200,72445.2590,3.3700,5.4900,0.8212,0.8214,1.0700,8.3437,8.2033,0.7392,2.6313,2.6603,217200.5463,216943.2380,216889.2380,881834.2180,880789.5463,4.4335,8.8670,5.3412
2021-06-01,4.0600,4.0700,4.0300,4.0700,143206.4300,57953.6480,3.3800,5.5100,0.6601,0.6603,0.7600,8.3643,8.2236,0.7410,2.6378,2.6668,217200.5463,216943.2380,216889.2380,884006.2234,882958.9787,4.4226,8.8452,5.3254
2021-06-02,4.0700,4.0700,4.0300,4.0400,126241.2100,51029.0080,3.3600,5.4700,0.5819,0.5821,0.7600,8.3026,8.1629,0.7355,2.6184,2.6472,217200.5463,216943.2380,216889.2380,877490.2071,876450.6815,4.4554,8.9109,5.3571
2021-06-03,4.0400,4.0700,4.0300,4.0400,112513.4000,45539.9570,3.3600,5.4700,0.5186,0.5188,0.7700,8.3026,8.1629,0.7355,2.6184,2.6472,217200.5463,216943.2380,216889.2380,877490.2071,876450.6815,4.4554,8.9109,5.3571
2021-06-04,4.0400,4.0600,4.0200,4.0400,152241.8000,61499.1480,3.3600,5.4700,0.7018,0.7019,1.0800,8.3026,8.1629,0.7355,2.6184,2.6472,217200.5463,216943.2380,216889.2380,877490.2071,876450.6815,4.4554,8.9109,5.3571
2021-06-07,4.0300,4.0400,4.0000,4.0000,155473.8700,62409.0100,3.3200,5.4100,0.7167,0.7167,1.0900,8.2204,8.0821,0.7282,2.5924,2.6210,217200.5463,216943.2380,216943.2380,868802.1852,867772.9520,4.5000,9.0000,5.4217
