交易日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(手),成交额(千元),收盘价(前复权)(元),收盘价(后复权)(元),换手率(%),换手率(自由流通)(%),量比,PE市盈率,PE市盈率(TTM),PB市净率,PS市销率,PS市销率(TTM),总股本(万股),流通股本(万股),自由流通股本(万股),总市值(万元),流通市值(万元),股息率(Tushare)(%),"股息率(TTM,Tushare)(%)",股息率(%)
2016-09-02,5.9900,6.6800,5.9900,6.6800,1254.1000,836.9018,4.1000,6.6800,0.0599,0.0599,,14.4947,14.6825,12.6747,4.7143,4.8067,176735.4347,20944.5500,20944.5500,1180592.7038,139909.5940,,,0.0000
2016-09-05,7.3500,7.3500,7.3500,7.3500,497.8100,365.8904,4.5100,7.3500,0.0238,0.0238,,15.9485,16.1552,13.9460,5.1871,5.2888,176735.4347,20944.5500,20944.5500,1299005.4450,153942.4425,,,0.0000
2016-09-06,8.0900,8.0900,8.0900,8.0900,518.7400,419.6607,4.9700,8.0900,0.0248,0.0248,,17.5542,17.7817,15.3501,5.7093,5.8213,176735.4347,20944.5500,20944.5500,1429789.6667,169441.4095,,,0.0000
2016-09-07,8.9000,8.9000,8.9000,8.9000,1002.6700,892.3763,5.4600,8.9000,0.0479,0.0479,,19.3118,19.5620,16.8870,6.2810,6.4041,176735.4347,20944.5500,20944.5500,1572945.3688,186406.4950,,,0.0000
2016-09-08,9.7900,9.7900,9.7900,9.7900,2585.7800,2531.4786,6.0100,9.7900,0.1235,0.1235,,21.2430,21.5182,18.5757,6.9091,7.0445,176735.4347,20944.5500,20944.5500,1730239.9057,205047.1445,,,0.0000
2016-09-09,10.7700,10.7700,10.7700,10.7700,7052.9100,7595.9841,6.6100,10.7700,0.3367,0.3367,6.0200,23.3695,23.6722,20.4351,7.6007,7.7497,176735.4347,20944.5500,20944.5500,1903440.6317,225572.8035,,,0.0000
2016-09-12,11.8500,11.8500,11.8500,11.8500,18727.2600,22191.8031,7.2800,11.8500,0.8941,0.8941,8.0300,25.7129,26.0461,22.4844,8.3629,8.5268,176735.4347,20944.5500,20944.5500,2094314.9012,248192.9175,,,0.0000
2016-09-13,13.0400,13.0400,13.0400,13.0400,16731.9300,21818.4367,8.0100,13.0400,0.7989,0.7989,2.8000,28.2951,28.6617,24.7423,9.2027,9.3831,176735.4347,20944.5500,20944.5500,2304630.0685,273116.9320,,,0.0000
2016-09-14,14.3400,14.3400,14.3400,14.3400,29104.8500,41736.3549,8.8000,14.3400,1.3896,1.3896,3.1600,31.1159,31.5190,27.2089,10.1201,10.3185,176735.4347,20944.5500,20944.5500,2534386.1336,300344.8470,,,0.0000
2016-09-19,15.7700,15.7700,15.7700,15.7700,193258.1000,304768.0237,9.6800,15.7700,9.2271,9.2271,13.0200,34.2188,34.6622,29.9222,11.1293,11.3475,176735.4347,20944.5500,20944.5500,2787117.8052,330295.5535,,,0.0000
2016-09-20,16.2000,17.3000,15.8400,16.4100,1371063.4200,2242982.7712,10.0800,16.4100,65.4616,65.4616,25.8800,35.6075,36.0689,31.1366,11.5810,11.8080,176735.4347,20944.5500,20944.5500,2900228.4834,343700.0655,,,0.0000
2016-09-21,16.0000,16.3000,15.6500,15.7000,750675.8600,1194641.7022,9.6400,15.7000,35.8411,35.8411,2.3000,34.0669,34.5083,29.7894,11.0799,11.2971,176735.4347,20944.5500,20944.5500,2774746.3248,328829.4350,,,0.0000
2016-09-22,15.9100,16.1500,15.0600,15.1300,760714.6200,1177528.0876,9.2900,15.1300,36.3204,36.3204,1.6100,32.8301,33.2554,28.7079,10.6777,10.8870,176735.4347,20944.5500,20944.5500,2674007.1270,316891.0415,,,0.0000
2016-09-23,14.9800,15.2400,14.3400,14.4100,538102.1200,792087.7286,8.8500,14.4100,25.6917,25.6917,0.8700,31.2678,31.6729,27.3417,10.1695,10.3689,176735.4347,20944.5500,20944.5500,2546757.6140,301810.9655,,,0.0000
2016-09-26,14.3300,14.6900,13.8500,13.8500,392959.7400,561618.3141,8.5000,13.8500,18.7619,18.7619,0.5400,30.0527,30.4420,26.2792,9.7743,9.9659,176735.4347,20944.5500,20944.5500,2447785.7706,290082.0175,,,0.0000
2016-09-27,13.8000,13.9700,12.9600,13.4900,512601.2500,688656.2217,8.2800,13.4900,24.4742,24.4742,0.6700,29.2715,29.6508,25.5961,9.5203,9.7069,176735.4347,20944.5500,20944.5500,2384161.0141,282541.9795,,,0.0000
2016-09-28,13.3500,13.4000,12.9600,13.0900,316597.4500,416421.5412,8.0400,13.0900,15.1160,15.1160,0.5400,28.4036,28.7716,24.8371,9.2380,9.4191,176735.4347,20944.5500,20944.5500,2313466.8402,274164.1595,,,0.0000
2016-09-29,13.1000,13.5800,13.0900,13.1400,322403.5700,428691.1003,8.0700,13.1400,15.3932,15.3932,0.6400,28.5120,28.8815,24.9320,9.2733,9.4551,176735.4347,20944.5500,20944.5500,2322303.6120,275211.3870,,,0.0000
2016-09-30,13.0400,13.1200,12.6100,12.6300,332607.8100,424934.4352,7.7500,12.6300,15.8804,15.8804,0.8000,27.4054,27.7605,23.9643,8.9133,9.0881,176735.4347,20944.5500,20944.5500,2232168.5403,264529.6665,,,0.0000
2016-10-10,12.7200,13.0000,12.5600,13.0000,296514.2900,380108.6526,7.9800,13.0000,14.1571,14.1571,0.7900,28.2083,28.5737,24.6664,9.1745,9.3543,176735.4347,20944.5500,20944.5500,2297560.6511,272279.1500,,,0.0000
2016-10-11,13.0000,13.4700,12.9200,13.4500,416375.9600,550693.9106,8.2600,13.4500,19.8799,19.8799,1.1700,29.1847,29.5628,25.5202,9.4920,9.6781,176735.4347,20944.5500,20944.5500,2377091.5967,281704.1975,,,0.0000
2016-10-12,13.2000,13.3200,13.0400,13.1000,267080.9100,351261.4192,8.0400,13.1000,12.7518,12.7518,0.7900,28.4253,28.7935,24.8561,9.2450,9.4263,176735.4347,20944.5500,20944.5500,2315234.1946,274373.6050,,,0.0000
2016-10-13,13.1100,13.1700,12.7100,12.8000,268546.2700,346693.4643,7.8600,12.8000,12.8218,12.8218,0.8200,27.7743,28.1342,24.2869,9.0333,9.2104,176735.4347,20944.5500,20944.5500,2262213.5642,268090.2400,,,0.0000
2016-10-14,12.8000,13.2000,12.7300,12.9400,251842.6500,327402.6721,7.9400,12.9400,12.0243,12.0243,0.8000,28.0781,28.4419,24.5525,9.1321,9.3111,176735.4347,20944.5500,20944.5500,2286956.5250,271022.4770,,,0.0000
2016-10-17,12.8700,12.8700,12.4000,12.4500,258846.2400,326278.0130,7.6400,12.4500,12.3586,12.3586,0.8600,27.0148,27.3649,23.6228,8.7863,8.9586,176735.4347,20944.5500,20944.5500,2200356.1620,260759.6475,,,0.0000
2016-10-18,12.4000,12.5300,12.2100,12.5000,225860.0100,279421.8903,7.6700,12.5000,10.7837,10.7837,0.7700,27.1233,27.4748,23.7177,8.8216,8.9945,176735.4347,20944.5500,20944.5500,2209192.9338,261806.8750,,,0.0000
2016-10-19,12.4400,12.5000,12.3200,12.3600,147051.5700,182262.2346,7.5900,12.3600,7.0210,7.0210,0.5800,26.8196,27.1670,23.4520,8.7228,8.8938,176735.4347,20944.5500,20944.5500,2184449.9729,258874.6380,,,0.0000
2016-10-20,12.3500,12.4200,12.2100,12.2900,123837.7800,152379.2729,7.5500,12.2900,5.9126,5.9126,0.5400,26.6677,27.0132,23.3192,8.6734,8.8434,176735.4347,20944.5500,20944.5500,2172078.4925,257408.5195,,,0.0000
2016-10-21,12.2600,12.3900,12.1200,12.2100,150902.7500,184804.5721,7.5000,12.2100,7.2049,7.2049,0.7500,26.4941,26.8373,23.1674,8.6169,8.7859,176735.4347,20944.5500,20944.5500,2157939.6577,255732.9555,,,0.0000
2016-10-24,12.2400,12.6600,12.1800,12.4600,274780.3900,342930.6048,7.6500,12.4600,13.1194,13.1194,1.5200,27.0365,27.3868,23.6418,8.7934,8.9658,176735.4347,20944.5500,20944.5500,2202123.5164,260969.0930,,,0.0000
2016-10-25,12.3900,13.2000,12.3300,13.1000,511890.5800,655806.0258,8.0400,13.1000,24.4403,24.4403,2.7700,28.4253,28.7935,24.8561,9.2450,9.4263,176735.4347,20944.5500,20944.5500,2315234.1946,274373.6050,,,0.0000
2016-10-26,12.9400,13.1000,12.7500,12.8400,341287.9800,439513.4827,7.8800,12.8400,16.2948,16.2948,1.4100,27.8611,28.2221,24.3628,9.0615,9.2392,176735.4347,20944.5500,20944.5500,2269282.9815,268928.0220,,,0.0000
2016-10-27,12.8400,12.9100,12.5500,12.6700,247277.0900,315301.6077,7.7800,12.6700,11.8063,11.8063,0.8800,27.4922,27.8484,24.0402,8.9416,9.1169,176735.4347,20944.5500,20944.5500,2239237.9576,265367.4485,,,0.0000
2016-10-28,12.5500,13.8900,12.5500,13.1400,592502.4200,792402.0226,8.0700,13.1400,28.2891,28.2891,1.9400,28.5120,29.8131,2.7031,9.2733,9.3407,176735.4347,20944.5500,20944.5500,2322303.6120,275211.3870,,,0.0000
2016-10-31,12.9500,13.5300,12.7300,13.3900,460281.2700,604796.6450,8.2200,13.3900,21.9762,21.9762,1.1700,29.0545,30.3803,2.7546,9.4497,9.5185,176735.4347,20944.5500,20944.5500,2366487.4706,280447.5245,,,0.0000
2016-11-01,13.2000,13.2500,13.0200,13.1700,291479.6200,382728.7420,8.0900,13.1700,13.9167,13.9167,0.6800,28.5771,29.8812,2.7093,9.2944,9.3621,176735.4347,20944.5500,20944.5500,2327605.6750,275839.7235,,,0.0000
2016-11-02,13.0900,13.1300,12.8500,12.9000,232135.2900,300206.2050,7.9200,12.9000,11.0833,11.0833,0.6000,27.9913,29.2686,2.6538,9.1039,9.1701,176735.4347,20944.5500,20944.5500,2279887.1076,270184.6950,,,0.0000
2016-11-03,12.8000,13.0500,12.7100,12.8900,212682.2600,274532.6810,7.9100,12.8900,10.1545,10.1545,0.5800,27.9696,29.2459,2.6517,9.0968,9.1630,176735.4347,20944.5500,20944.5500,2278119.7533,269975.2495,,,0.0000
2016-11-04,12.8300,12.9400,12.6700,12.7100,182285.1100,233196.0590,7.8000,12.7100,8.7032,8.7032,0.5100,27.5790,28.8375,2.6147,8.9698,9.0351,176735.4347,20944.5500,20944.5500,2246307.3750,266205.2305,,,0.0000
2016-11-07,12.7000,12.8100,12.6100,12.6900,127240.3500,161498.1130,7.7900,12.6900,6.0751,6.0751,0.4600,27.5356,28.7921,2.6106,8.9557,9.0209,176735.4347,20944.5500,20944.5500,2242772.6663,265786.3395,,,0.0000
2016-11-08,12.7100,13.0800,12.7100,12.9500,224996.9800,290522.6080,7.9500,12.9500,10.7425,10.7425,1.0800,28.0998,29.3820,2.6640,9.1392,9.2057,176735.4347,20944.5500,20944.5500,2288723.8794,271231.9225,,,0.0000
2016-11-09,12.9000,12.9100,12.5000,12.6900,198225.6400,251663.4150,7.7900,12.6900,9.4643,9.4643,1.0100,27.5356,28.7921,2.6106,8.9557,9.0209,176735.4347,20944.5500,20944.5500,2242772.6663,265786.3395,,,0.0000
2016-11-10,12.8400,13.7800,12.7600,13.2400,483120.1400,642706.2370,8.1300,13.2400,23.0666,23.0666,2.5600,28.7290,30.0400,2.7237,9.3438,9.4118,176735.4347,20944.5500,20944.5500,2339977.1554,277305.8420,,,0.0000
2016-11-11,13.2700,13.6700,13.1200,13.5500,507622.4700,681060.1890,8.3200,13.5500,24.2365,24.2365,2.0900,29.4017,30.7433,2.7875,9.5626,9.6322,176735.4347,20944.5500,20944.5500,2394765.1402,283798.6525,,,0.0000
2016-11-14,13.4200,14.4800,13.3600,13.9700,556300.6800,772262.2780,8.5800,13.9700,26.5606,26.5606,1.8000,30.3130,31.6963,2.8739,9.8590,9.9308,176735.4347,20944.5500,20944.5500,2468994.0228,292595.3635,,,0.0000
2016-11-15,13.8400,13.8700,13.6400,13.7400,254085.0400,348787.0690,8.4400,13.7400,12.1313,12.1313,0.6400,29.8140,31.1744,2.8266,9.6967,9.7673,176735.4347,20944.5500,20944.5500,2428344.8728,287778.1170,,,0.0000
2016-11-16,13.7400,13.8400,13.6000,13.7000,190025.3900,260614.7080,8.4100,13.7000,9.0728,9.0728,0.4800,29.7272,31.0837,2.8183,9.6685,9.7388,176735.4347,20944.5500,20944.5500,2421275.4554,286940.3350,,,0.0000
2016-11-17,13.6500,13.6500,13.3700,13.5400,153144.1100,206543.1600,8.3100,13.5400,7.3119,7.3119,0.3800,29.3800,30.7207,2.7854,9.5556,9.6251,176735.4347,20944.5500,20944.5500,2392997.7858,283589.2070,,,0.0000
2016-11-18,13.5000,13.5700,13.3000,13.3400,132912.5200,178448.0790,8.1900,13.3400,6.3459,6.3459,0.4000,28.9460,30.2669,2.7443,9.4144,9.4829,176735.4347,20944.5500,20944.5500,2357650.6989,279400.2970,,,0.0000
2016-11-21,13.3600,13.6100,13.3100,13.3800,166584.0400,224057.4900,8.2200,13.3800,7.9536,7.9536,0.6500,29.0328,30.3576,2.7525,9.4426,9.5113,176735.4347,20944.5500,20944.5500,2364720.1163,280238.0790,,,0.0000
2016-11-22,13.3700,13.5500,13.3200,13.4800,156725.4000,210512.7920,8.2800,13.4800,7.4829,7.4829,0.8700,29.2498,30.5845,2.7731,9.5132,9.5824,176735.4347,20944.5500,20944.5500,2382393.6598,282332.5340,,,0.0000
2016-11-23,13.5000,13.9400,13.4000,13.4500,274971.7800,375189.8600,8.2600,13.4500,13.1286,13.1286,1.7200,29.1847,30.5165,2.7669,9.4920,9.5611,176735.4347,20944.5500,20944.5500,2377091.5967,281704.1975,,,0.0000
2016-11-24,13.3300,13.3900,13.2200,13.2300,171080.7600,227167.8140,8.1200,13.2300,8.1683,8.1683,0.9700,28.7073,30.0173,2.7216,9.3368,9.4047,176735.4347,20944.5500,20944.5500,2338209.8011,277096.3965,,,0.0000
2016-11-25,13.2300,13.3800,13.1000,13.3500,150351.3100,199540.7920,8.2000,13.3500,7.1785,7.1785,0.8300,28.9677,30.2896,2.7463,9.4215,9.4900,176735.4347,20944.5500,20944.5500,2359418.0532,279609.7425,,,0.0000
2016-11-28,13.3600,13.5600,13.3100,13.3800,176208.6500,237092.0770,8.2200,13.3800,8.4131,8.4131,0.9600,29.0328,30.3576,2.7525,9.4426,9.5113,176735.4347,20944.5500,20944.5500,2364720.1163,280238.0790,,,0.0000
2016-11-29,13.3000,13.3300,12.8500,12.8500,192425.4700,251711.2580,7.8900,12.8500,9.1874,9.1874,1.0400,27.8828,29.1551,2.6435,9.0686,9.1346,176735.4347,20944.5500,20944.5500,2271050.3359,269137.4675,,,0.0000
2016-11-30,12.7600,12.7600,12.5600,12.5900,128878.6800,162713.9450,7.7300,12.5900,6.1533,6.1533,0.6700,27.3186,28.5652,2.5900,8.8851,8.9498,176735.4347,20944.5500,20944.5500,2225099.1229,263691.8845,,,0.0000
2016-12-01,12.6500,12.7200,12.5200,12.6600,99893.3100,125940.7510,7.7700,12.6600,4.7694,4.7694,0.6100,27.4705,28.7240,2.6044,8.9345,8.9995,176735.4347,20944.5500,20944.5500,2237470.6033,265158.0030,,,0.0000
2016-12-02,12.6500,12.6500,12.4100,12.4200,97285.9000,121618.4750,7.6300,12.4200,4.6449,4.6449,0.6500,26.9497,28.1795,2.5550,8.7651,8.8289,176735.4347,20944.5500,20944.5500,2195054.0990,260131.3110,,,0.0000
2016-12-05,12.3000,12.4900,12.2400,12.4700,73135.4900,90523.7480,7.6600,12.4700,3.4919,3.4919,0.5300,27.0582,28.2930,2.5653,8.8004,8.8645,176735.4347,20944.5500,20944.5500,2203890.8707,261178.5385,,,0.0000
2016-12-06,12.4800,12.6100,12.4700,12.5200,68801.2500,86273.4120,7.6900,12.5200,3.2849,3.2849,0.5800,27.1667,28.4064,2.5756,8.8357,8.9000,176735.4347,20944.5500,20944.5500,2212727.6424,262225.7660,,,0.0000
2016-12-07,12.4800,12.6300,12.4700,12.6000,69236.9400,86820.3820,7.7400,12.6000,3.3057,3.3057,0.7400,27.3403,28.5879,2.5920,8.8922,8.9569,176735.4347,20944.5500,20944.5500,2226866.4772,263901.3300,,,0.0000
2016-12-08,12.6000,12.8900,12.5600,12.7100,132415.1000,168585.7030,7.8000,12.7100,6.3222,6.3222,1.6200,27.5790,28.8375,2.6147,8.9698,9.0351,176735.4347,20944.5500,20944.5500,2246307.3750,266205.2305,,,0.0000
2016-12-09,12.6900,12.9300,12.6100,12.7400,160777.3200,206102.4140,7.8200,12.7400,7.6763,7.6763,1.8200,27.6441,28.9056,2.6208,8.9910,9.0564,176735.4347,20944.5500,20944.5500,2251609.4381,266833.5670,,,0.0000
2016-12-12,12.7000,12.8600,11.6600,11.8700,156141.4500,192667.9690,7.2900,11.8700,7.4550,7.4550,1.5500,25.7563,26.9316,2.4419,8.3770,8.4379,176735.4347,20944.5500,20944.5500,2097849.6099,248611.8085,,,0.0000
2016-12-13,11.8700,11.9800,11.6800,11.8700,84954.9300,100665.6260,7.2900,11.8700,4.0562,4.0562,0.7200,25.7563,26.9316,2.4419,8.3770,8.4379,176735.4347,20944.5500,20944.5500,2097849.6099,248611.8085,,,0.0000
2016-12-14,11.8600,12.0600,11.7700,11.8700,74158.0700,88334.1150,7.2900,11.8700,3.5407,3.5407,0.6100,25.7563,26.9316,2.4419,8.3770,8.4379,176735.4347,20944.5500,20944.5500,2097849.6099,248611.8085,,,0.0000
2016-12-15,11.8100,11.9400,11.7700,11.8200,67575.4400,80077.1040,7.2600,11.8200,3.2264,3.2264,0.5600,25.6478,26.8182,2.4316,8.3417,8.4024,176735.4347,20944.5500,20944.5500,2089012.8382,247564.5810,,,0.0000
2016-12-16,11.8000,11.8800,11.7600,11.8800,50437.9000,59621.9080,7.2900,11.8800,2.4082,2.4082,0.4600,25.7780,26.9543,2.4439,8.3840,8.4451,176735.4347,20944.5500,20944.5500,2099616.9642,248821.2540,,,0.0000
2016-12-19,11.8600,11.8900,11.6400,11.6400,65954.1600,77295.9110,7.1500,11.6400,3.1490,3.1490,0.7600,25.2572,26.4098,2.3946,8.2147,8.2744,176735.4347,20944.5500,20944.5500,2057200.4599,243794.5620,,,0.0000
2016-12-20,11.6300,11.6300,11.2200,11.2700,134058.3300,152369.2780,6.9200,11.2700,6.4006,6.4006,1.9500,24.4544,25.5703,2.3184,7.9536,8.0114,176735.4347,20944.5500,20944.5500,1991808.3491,236045.0785,,,0.0000
2016-12-21,11.3100,11.4100,11.2800,11.3700,92294.0100,104808.7940,6.9800,11.3700,4.4066,4.4066,1.1800,24.6714,25.7972,2.3390,8.0241,8.0825,176735.4347,20944.5500,20944.5500,2009481.8925,238139.5335,,,0.0000
2016-12-22,11.3500,11.3500,11.1400,11.2400,76954.4800,86357.3360,6.9000,11.2400,3.6742,3.6742,0.9400,24.3893,25.5022,2.3123,7.9324,7.9901,176735.4347,20944.5500,20944.5500,1986506.2860,235416.7420,,,0.0000
2016-12-23,11.1900,11.2200,10.8900,10.8900,98245.5000,108293.2580,6.6900,10.8900,4.6907,4.6907,1.1700,23.6298,24.7081,2.2403,7.6854,7.7413,176735.4347,20944.5500,20944.5500,1924648.8839,228086.1495,,,0.0000
2016-12-26,10.8000,10.9800,10.5600,10.9800,79041.4500,84959.6430,6.7400,10.9800,3.7738,3.7738,0.8500,23.8251,24.9123,2.2588,7.7489,7.8053,176735.4347,20944.5500,20944.5500,1940555.0730,229971.1590,,,0.0000
2016-12-27,10.9200,10.9700,10.8300,10.8500,47151.7900,51344.4630,6.6600,10.8500,2.2513,2.2513,0.4900,23.5431,24.6174,2.2320,7.6571,7.7129,176735.4347,20944.5500,20944.5500,1917579.4665,227248.3675,,,0.0000
2016-12-28,10.8400,10.9100,10.7200,10.7500,40014.3800,43210.5450,6.6000,10.7500,1.9105,1.9105,0.5100,23.3261,24.3905,2.2115,7.5866,7.6418,176735.4347,20944.5500,20944.5500,1899905.9230,225153.9125,,,0.0000
2016-12-29,10.7500,10.9200,10.7300,10.7900,52852.2400,57209.7290,6.6200,10.7900,2.5234,2.5234,0.7700,23.4129,24.4812,2.2197,7.6148,7.6702,176735.4347,20944.5500,20944.5500,1906975.3404,225991.6945,,,0.0000
2016-12-30,10.7600,10.8900,10.7500,10.8200,36537.6600,39533.6080,6.6400,10.8200,1.7445,1.7445,0.5800,23.4780,24.5493,2.2259,7.6360,7.6915,176735.4347,20944.5500,20944.5500,1912277.4035,226620.0310,,,0.0000
2017-01-03,10.8300,11.0300,10.8300,11.0300,65507.9600,71862.0920,6.7700,11.0300,3.1277,3.1277,1.2800,23.9336,25.0258,2.2691,7.7842,7.8408,176735.4347,20944.5500,20944.5500,1949391.8447,231018.3865,,,2.2157
2017-01-04,11.0300,11.0600,10.8900,11.0400,56849.5800,62557.5770,6.7800,11.0400,2.7143,2.7143,1.1700,23.9553,25.0485,2.2711,7.7912,7.8479,176735.4347,20944.5500,20944.5500,1951159.1991,231227.8320,,,2.2124
2017-01-05,11.0200,11.1200,11.0000,11.0200,47336.8700,52313.1860,6.7700,11.0200,2.2601,2.2601,0.9400,23.9119,25.0031,2.2670,7.7771,7.8337,176735.4347,20944.5500,20944.5500,1947624.4904,230808.9410,,,2.2157
2017-01-06,10.9900,11.0000,10.8500,10.8500,45418.2000,49529.2120,6.6600,10.8500,2.1685,2.1685,0.8800,23.5431,24.6174,2.2320,7.6571,7.7129,176735.4347,20944.5500,20944.5500,1917579.4665,227248.3675,,,2.2523
2017-01-09,10.8300,10.8800,10.7300,10.8000,44680.1300,48199.9700,6.6300,10.8000,2.1333,2.1333,0.8900,23.4346,24.5039,2.2217,7.6219,7.6773,176735.4347,20944.5500,20944.5500,1908742.6948,226201.1400,,,2.2624
2017-01-10,10.8000,10.8000,10.6500,10.6600,60590.9300,64894.4650,6.5500,10.6600,2.8929,2.8929,1.1700,23.1308,24.1863,2.1929,7.5231,7.5778,176735.4347,20944.5500,20944.5500,1883999.7339,223268.9030,,,2.2901
2017-01-11,10.6600,10.7000,10.4800,10.5000,57422.0000,60755.3810,6.4500,10.5000,2.7416,2.7416,1.1300,22.7836,23.8233,2.1600,7.4101,7.4641,176735.4347,20944.5500,20944.5500,1855722.0644,219917.7750,,,2.3256
2017-01-12,10.4800,10.5700,10.3500,10.3700,39017.3200,40810.7100,6.3700,10.3700,1.8629,1.8629,0.7600,22.5015,23.5283,2.1333,7.3184,7.3717,176735.4347,20944.5500,20944.5500,1832746.4578,217194.9835,,,2.3548
2017-01-13,10.3700,10.3900,10.1300,10.1800,57020.0300,58274.6360,6.2500,10.1800,2.7224,2.7224,1.1500,22.0892,23.0972,2.0942,7.1843,7.2366,176735.4347,20944.5500,20944.5500,1799166.7252,213215.5190,,,2.4000
2017-01-16,10.1400,10.1500,9.4200,9.7000,95067.9800,93570.9630,5.9600,9.7000,4.5390,4.5390,1.8400,21.0477,22.0082,1.9955,6.8456,6.8954,176735.4347,20944.5500,20944.5500,1714333.7166,203162.1350,,,2.5168
2017-01-17,9.6300,9.8300,9.4600,9.7800,64891.5400,62661.1500,6.0000,9.7800,3.0983,3.0983,1.0500,21.2213,22.1897,2.0119,6.9020,6.9522,176735.4347,20944.5500,20944.5500,1728472.5514,204837.6990,,,2.5000
2017-01-18,9.7500,9.7500,9.5700,9.5800,42442.0000,40907.6310,5.8800,9.5800,2.0264,2.0264,0.6800,20.7873,21.7359,1.9708,6.7609,6.8101,176735.4347,20944.5500,20944.5500,1693125.4644,200648.7890,,,2.5510
2017-01-19,9.5300,9.6300,9.4300,9.5500,49359.3600,47115.9010,5.8600,9.5500,2.3567,2.3567,0.8300,20.7222,21.6678,1.9646,6.7397,6.7887,176735.4347,20944.5500,20944.5500,1687823.4014,200020.4525,,,2.5597
2017-01-20,9.5300,9.8000,9.5100,9.7600,70754.3400,68642.6120,5.9900,9.7600,3.3782,3.3782,1.1500,21.1779,22.1443,2.0078,6.8879,6.9380,176735.4347,20944.5500,20944.5500,1724937.8427,204418.8080,,,2.5042
2017-01-23,9.7300,9.8500,9.7000,9.7800,44329.0300,43356.8090,6.0000,9.7800,2.1165,2.1165,0.6900,21.2213,22.1897,2.0119,6.9020,6.9522,176735.4347,20944.5500,20944.5500,1728472.5514,204837.6990,,,2.5000
2017-01-24,9.7800,10.1500,9.7200,9.8000,42007.5800,41339.7910,6.0200,9.8000,2.0057,2.0057,0.7700,21.2647,22.2350,2.0160,6.9161,6.9665,176735.4347,20944.5500,20944.5500,1732007.2601,205256.5900,,,2.4917
2017-01-25,9.7700,9.8300,9.7400,9.7900,33756.2000,33060.0550,6.0100,9.7900,1.6117,1.6117,0.6800,21.2430,22.2124,2.0140,6.9091,6.9594,176735.4347,20944.5500,20944.5500,1730239.9057,205047.1445,,,2.4958
2017-01-26,9.8000,9.9400,9.8000,9.9100,40341.7600,39880.1380,6.0800,9.9100,1.9261,1.9261,0.8400,21.5034,22.5122,2.0003,6.9938,7.0938,176735.4347,20944.5500,20944.5500,1751448.1579,207560.4905,,,2.4671
2017-02-03,9.9100,9.9300,9.7700,9.8000,28982.4800,28465.9910,6.0200,9.8000,1.3838,1.3838,0.6300,21.2647,22.2623,1.9781,6.9161,7.0150,176735.4347,20944.5500,20944.5500,1732007.2601,205256.5900,,,2.4917
2017-02-06,9.7900,9.9700,9.7800,9.9600,44230.6700,43711.4780,6.1200,9.9600,2.1118,2.1118,1.1700,21.6119,22.6258,2.0104,7.0290,7.1295,176735.4347,20944.5500,20944.5500,1760284.9296,208607.7180,,,2.4510
2017-02-07,9.9200,10.0500,9.8600,9.9000,49091.0000,48871.4320,6.0800,9.9000,2.3439,2.3439,1.3000,21.4817,22.4895,1.9983,6.9867,7.0866,176735.4347,20944.5500,20944.5500,1749680.8035,207351.0450,,,2.4671
2017-02-08,9.8600,10.1100,9.7700,10.1000,87132.4600,86924.4000,6.2000,10.1000,4.1601,4.1601,2.2200,21.9157,22.9438,2.0386,7.1278,7.2298,176735.4347,20944.5500,20944.5500,1785027.8905,211539.9550,,,2.4194
2017-02-09,10.0500,10.1500,10.0300,10.0700,68091.9900,68679.3990,6.1800,10.0700,3.2511,3.2511,1.3600,21.8506,22.8757,2.0326,7.1067,7.2083,176735.4347,20944.5500,20944.5500,1779725.8274,210911.6185,,,2.4272
2017-02-10,10.1600,11.0800,10.1100,11.0800,245662.0900,267035.6810,6.8000,11.0800,11.7292,11.7292,4.4300,24.0421,25.1700,2.2364,7.8195,7.9313,176735.4347,20944.5500,20944.5500,1958228.6165,232065.6140,,,2.2059
2017-02-13,12.1900,12.1900,12.1900,12.1900,177323.8300,216157.7480,7.4800,12.1900,8.4663,8.4663,1.7900,26.4507,27.6916,2.4605,8.6028,8.7258,176735.4347,20944.5500,20944.5500,2154404.9490,255314.0645,,,2.0053
2017-02-14,13.4100,13.4100,12.1900,13.4100,1056264.7200,1403171.6070,8.2300,13.4100,50.4315,50.4315,8.4200,29.0979,30.4630,2.7067,9.4638,9.5991,176735.4347,20944.5500,20944.5500,2370022.1793,280866.4155,,,1.8226
2017-02-15,14.0000,14.7500,13.5100,14.7500,834679.0400,1218841.9550,9.0600,14.7500,39.8518,39.8518,2.5500,32.0055,33.5070,2.9772,10.4095,10.5583,176735.4347,20944.5500,20944.5500,2606847.6618,308932.1125,,,1.6556
2017-02-16,15.0000,16.2300,14.6500,16.2300,864885.7000,1361275.0720,9.9700,16.2300,41.2941,41.2941,1.8200,35.2169,36.8691,3.2759,11.4540,11.6177,176735.4347,20944.5500,20944.5500,2868416.1052,339930.0465,,,1.5045
2017-02-17,16.0200,17.3500,15.9500,16.7700,727363.4200,1214002.4500,10.3000,16.7700,34.7281,34.7281,1.1400,36.3887,38.0958,3.3849,11.8351,12.0043,176735.4347,20944.5500,20944.5500,2963853.2399,351240.1035,,,1.4563
