index_code,con_code,trade_date,weight
h30269.CSI,601838.SH,20250530,3.068
h30269.CSI,600039.SH,20250530,2.778
h30269.CSI,601825.SH,20250530,2.62
h30269.CSI,601077.SH,20250530,2.589
h30269.CSI,601166.SH,20250530,2.566
h30269.CSI,601229.SH,20250530,2.534
h30269.CSI,601006.SH,20250530,2.472
h30269.CSI,600919.SH,20250530,2.462
h30269.CSI,601225.SH,20250530,2.338
h30269.CSI,600177.SH,20250530,2.298
h30269.CSI,002540.SZ,20250530,2.248
h30269.CSI,600282.SH,20250530,2.225
h30269.CSI,600153.SH,20250530,2.214
h30269.CSI,002027.SZ,20250530,2.205
h30269.CSI,601169.SH,20250530,2.172
h30269.CSI,601398.SH,20250530,2.142
h30269.CSI,002032.SZ,20250530,2.136
h30269.CSI,601288.SH,20250530,2.109
h30269.CSI,601939.SH,20250530,2.069
h30269.CSI,002867.SZ,20250530,2.062
h30269.CSI,600350.SH,20250530,2.059
h30269.CSI,002966.SZ,20250530,2.056
h30269.CSI,601328.SH,20250530,2.023
h30269.CSI,600036.SH,20250530,2.006
h30269.CSI,601187.SH,20250530,1.993
h30269.CSI,601998.SH,20250530,1.993
h30269.CSI,601963.SH,20250530,1.991
h30269.CSI,601009.SH,20250530,1.991
h30269.CSI,601988.SH,20250530,1.971
h30269.CSI,600015.SH,20250530,1.964
h30269.CSI,600737.SH,20250530,1.95
h30269.CSI,600016.SH,20250530,1.918
h30269.CSI,600985.SH,20250530,1.861
h30269.CSI,002543.SZ,20250530,1.838
h30269.CSI,601216.SH,20250530,1.796
h30269.CSI,601857.SH,20250530,1.784
h30269.CSI,002469.SZ,20250530,1.688
h30269.CSI,601577.SH,20250530,1.656
h30269.CSI,601658.SH,20250530,1.64
h30269.CSI,600377.SH,20250530,1.629
h30269.CSI,002807.SZ,20250530,1.624
h30269.CSI,601318.SH,20250530,1.608
h30269.CSI,600941.SH,20250530,1.572
h30269.CSI,600502.SH,20250530,1.522
h30269.CSI,001965.SZ,20250530,1.52
h30269.CSI,600007.SH,20250530,1.466
h30269.CSI,605377.SH,20250530,1.43
h30269.CSI,600373.SH,20250530,1.404
h30269.CSI,601668.SH,20250530,1.377
h30269.CSI,600820.SH,20250530,1.363
