index_code,con_code,trade_date,weight
h30269.CSI,601636.SH,20191231,3.351
h30269.CSI,600028.SH,20191231,3.242
h30269.CSI,600873.SH,20191231,3.05
h30269.CSI,002233.SZ,20191231,2.897
h30269.CSI,000429.SZ,20191231,2.815
h30269.CSI,600019.SH,20191231,2.644
h30269.CSI,600376.SH,20191231,2.534
h30269.CSI,601006.SH,20191231,2.391
h30269.CSI,000581.SZ,20191231,2.386
h30269.CSI,600548.SH,20191231,2.362
h30269.CSI,000718.SZ,20191231,2.283
h30269.CSI,000656.SZ,20191231,2.282
h30269.CSI,600897.SH,20191231,2.23
h30269.CSI,603167.SH,20191231,2.195
h30269.CSI,000338.SZ,20191231,2.116
h30269.CSI,601328.SH,20191231,2.034
h30269.CSI,601098.SH,20191231,2.012
h30269.CSI,600741.SH,20191231,2.003
h30269.CSI,600188.SH,20191231,1.998
h30269.CSI,601009.SH,20191231,1.985
h30269.CSI,601988.SH,20191231,1.984
h30269.CSI,600377.SH,20191231,1.955
h30269.CSI,601288.SH,20191231,1.951
h30269.CSI,600236.SH,20191231,1.937
h30269.CSI,601225.SH,20191231,1.888
h30269.CSI,600585.SH,20191231,1.88
h30269.CSI,600761.SH,20191231,1.878
h30269.CSI,601169.SH,20191231,1.873
h30269.CSI,601818.SH,20191231,1.846
h30269.CSI,000069.SZ,20191231,1.835
h30269.CSI,002128.SZ,20191231,1.798
h30269.CSI,601398.SH,20191231,1.785
h30269.CSI,600742.SH,20191231,1.783
h30269.CSI,000898.SZ,20191231,1.745
h30269.CSI,601939.SH,20191231,1.725
h30269.CSI,600153.SH,20191231,1.702
h30269.CSI,600350.SH,20191231,1.698
h30269.CSI,601998.SH,20191231,1.695
h30269.CSI,601166.SH,20191231,1.685
h30269.CSI,600606.SH,20191231,1.672
h30269.CSI,603198.SH,20191231,1.649
h30269.CSI,002004.SZ,20191231,1.638
h30269.CSI,000002.SZ,20191231,1.631
h30269.CSI,600170.SH,20191231,1.582
h30269.CSI,600919.SH,20191231,1.57
h30269.CSI,001979.SZ,20191231,1.485
h30269.CSI,600048.SH,20191231,1.442
h30269.CSI,600016.SH,20191231,1.402
h30269.CSI,002191.SZ,20191231,1.261
h30269.CSI,600036.SH,20191231,1.217
