index_code,con_code,trade_date,weight
h30269.CSI,600177.SH,20241231,2.799
h30269.CSI,601225.SH,20241231,2.678
h30269.CSI,601838.SH,20241231,2.611
h30269.CSI,601825.SH,20241231,2.558
h30269.CSI,600282.SH,20241231,2.518
h30269.CSI,002540.SZ,20241231,2.463
h30269.CSI,600153.SH,20241231,2.414
h30269.CSI,601006.SH,20241231,2.313
h30269.CSI,600919.SH,20241231,2.264
h30269.CSI,601229.SH,20241231,2.253
h30269.CSI,600039.SH,20241231,2.245
h30269.CSI,601166.SH,20241231,2.232
h30269.CSI,601077.SH,20241231,2.221
h30269.CSI,600737.SH,20241231,2.2
h30269.CSI,601169.SH,20241231,2.18
h30269.CSI,600985.SH,20241231,2.165
h30269.CSI,601398.SH,20241231,2.155
h30269.CSI,002032.SZ,20241231,2.152
h30269.CSI,600015.SH,20241231,2.148
h30269.CSI,002027.SZ,20241231,2.133
h30269.CSI,601328.SH,20241231,2.126
h30269.CSI,601288.SH,20241231,2.093
h30269.CSI,601939.SH,20241231,2.07
h30269.CSI,002867.SZ,20241231,2.052
h30269.CSI,601988.SH,20241231,2.023
h30269.CSI,601857.SH,20241231,1.978
h30269.CSI,600350.SH,20241231,1.902
h30269.CSI,601009.SH,20241231,1.902
h30269.CSI,600016.SH,20241231,1.872
h30269.CSI,600036.SH,20241231,1.866
h30269.CSI,601216.SH,20241231,1.825
h30269.CSI,605377.SH,20241231,1.807
h30269.CSI,601998.SH,20241231,1.797
h30269.CSI,601658.SH,20241231,1.796
h30269.CSI,601187.SH,20241231,1.783
h30269.CSI,001965.SZ,20241231,1.721
h30269.CSI,600373.SH,20241231,1.71
h30269.CSI,600007.SH,20241231,1.709
h30269.CSI,601963.SH,20241231,1.698
h30269.CSI,002543.SZ,20241231,1.669
h30269.CSI,600820.SH,20241231,1.662
h30269.CSI,002966.SZ,20241231,1.655
h30269.CSI,600941.SH,20241231,1.634
h30269.CSI,601318.SH,20241231,1.634
h30269.CSI,002807.SZ,20241231,1.589
h30269.CSI,600502.SH,20241231,1.577
h30269.CSI,600377.SH,20241231,1.567
h30269.CSI,601577.SH,20241231,1.543
h30269.CSI,002469.SZ,20241231,1.541
h30269.CSI,601668.SH,20241231,1.495
